orderAmount,orderState,paymentMethodRegistrationFailure,paymentMethodType,paymentMethodProvider,paymentMethodIssuer,transactionAmount,transactionFailed,fraudulent,emailDomain,emailProvider,customerIPAddressSimplified,sameCity
"(30.4, 39.0]",fulfilled,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",failed,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",pending,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",failed,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",failed,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",failed,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
desconocido,,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
